,facilityId,facilityName,stateCode,so2Mass,so2Rate
69109,3403,Gallatin,TN,140.1,0.06
69110,3403,Gallatin,TN,145.9,0.063
69111,3403,Gallatin,TN,162.2,0.071
69112,3403,Gallatin,TN,164.2,0.071
69113,3403,Gallatin,TN,145.7,0.063
69114,3403,Gallatin,TN,140.1,0.06
69115,3403,Gallatin,TN,153.6,0.067
69116,3403,Gallatin,TN,165.7,0.072
69117,3403,Gallatin,TN,160.7,0.068
69118,3403,Gallatin,TN,102.2,0.049
69119,3403,Gallatin,TN,140.8,0.088
69120,3403,Gallatin,TN,41.3,0.029
69121,3403,Gallatin,TN,53.5,0.037
69122,3403,Gallatin,TN,73.6,0.052
69123,3403,Gallatin,TN,82.3,0.057
69124,3403,Gallatin,TN,86.1,0.06
69125,3403,Gallatin,TN,97.5,0.068
69126,3403,Gallatin,TN,110.2,0.076
69127,3403,Gallatin,TN,208.2,0.131
69128,3403,Gallatin,TN,141.7,0.067
69129,3403,Gallatin,TN,141.2,0.06
69130,3403,Gallatin,TN,103.4,0.044
69131,3403,Gallatin,TN,123.1,0.053
69132,3403,Gallatin,TN,148.6,0.063
69133,3403,Gallatin,TN,311.9,0.124
69134,3403,Gallatin,TN,176.3,0.067
69135,3403,Gallatin,TN,158.8,0.059
69136,3403,Gallatin,TN,146.3,0.055
69137,3403,Gallatin,TN,158.2,0.059
69138,3403,Gallatin,TN,169.8,0.064
69139,3403,Gallatin,TN,193.9,0.071
69140,3403,Gallatin,TN,189.0,0.071
69141,3403,Gallatin,TN,172.3,0.065
69142,3403,Gallatin,TN,165.2,0.061
69143,3403,Gallatin,TN,171.0,0.064
69144,3403,Gallatin,TN,191.0,0.072
69145,3403,Gallatin,TN,179.4,0.068
69146,3403,Gallatin,TN,204.6,0.096
69147,3403,Gallatin,TN,163.2,0.099
69148,3403,Gallatin,TN,43.3,0.03
69149,3403,Gallatin,TN,48.0,0.034
69150,3403,Gallatin,TN,72.6,0.051
69151,3403,Gallatin,TN,101.1,0.07
69152,3403,Gallatin,TN,252.3,0.152
69153,3403,Gallatin,TN,193.3,0.088
69154,3403,Gallatin,TN,287.8,0.107
69155,3403,Gallatin,TN,147.8,0.053
69156,3403,Gallatin,TN,164.5,0.06
69157,3403,Gallatin,TN,182.4,0.067
69158,3403,Gallatin,TN,187.0,0.069
69159,3403,Gallatin,TN,194.8,0.071
69160,3403,Gallatin,TN,177.7,0.065
69161,3403,Gallatin,TN,178.5,0.065
69162,3403,Gallatin,TN,193.7,0.071
69163,3403,Gallatin,TN,188.6,0.069
69164,3403,Gallatin,TN,180.3,0.066
69165,3403,Gallatin,TN,165.6,0.061
69166,3403,Gallatin,TN,174.7,0.064
69167,3403,Gallatin,TN,254.5,0.103
69168,3403,Gallatin,TN,109.7,0.057
69169,3403,Gallatin,TN,166.7,0.112
69170,3403,Gallatin,TN,58.2,0.041
69171,3403,Gallatin,TN,72.8,0.051
69172,3403,Gallatin,TN,88.0,0.062
69173,3403,Gallatin,TN,103.4,0.072
69174,3403,Gallatin,TN,103.1,0.072
69175,3403,Gallatin,TN,101.6,0.07
69176,3403,Gallatin,TN,254.1,0.133
69177,3403,Gallatin,TN,317.7,0.13
69178,3403,Gallatin,TN,158.6,0.058
69179,3403,Gallatin,TN,167.6,0.062
69180,3403,Gallatin,TN,167.7,0.062
69181,3403,Gallatin,TN,193.2,0.071
69182,3403,Gallatin,TN,188.7,0.07
69183,3403,Gallatin,TN,171.0,0.063
69184,3403,Gallatin,TN,165.9,0.061
69185,3403,Gallatin,TN,178.4,0.065
69186,3403,Gallatin,TN,268.6,0.107
69187,3403,Gallatin,TN,103.5,0.051
69188,3403,Gallatin,TN,154.3,0.101
69189,3403,Gallatin,TN,46.1,0.032
69190,3403,Gallatin,TN,60.0,0.042
69191,3403,Gallatin,TN,81.2,0.057
69192,3403,Gallatin,TN,95.8,0.067
69193,3403,Gallatin,TN,102.5,0.072
69194,3403,Gallatin,TN,98.8,0.071
69195,3403,Gallatin,TN,96.4,0.067
69196,3403,Gallatin,TN,81.2,0.056
69197,3403,Gallatin,TN,86.6,0.06
69198,3403,Gallatin,TN,99.0,0.069
69199,3403,Gallatin,TN,202.5,0.13
69200,3403,Gallatin,TN,170.9,0.081
69201,3403,Gallatin,TN,352.6,0.135
69202,3403,Gallatin,TN,126.9,0.047
69203,3403,Gallatin,TN,142.5,0.052
69204,3403,Gallatin,TN,151.6,0.056
69205,3403,Gallatin,TN,165.8,0.061
69206,3403,Gallatin,TN,185.0,0.067
69207,3403,Gallatin,TN,180.6,0.067
69208,3403,Gallatin,TN,179.3,0.066
69209,3403,Gallatin,TN,195.3,0.071
69210,3403,Gallatin,TN,177.2,0.065
69211,3403,Gallatin,TN,167.7,0.062
69212,3403,Gallatin,TN,185.0,0.068
69213,3403,Gallatin,TN,195.8,0.072
69214,3403,Gallatin,TN,177.8,0.066
69215,3403,Gallatin,TN,181.5,0.066
69393,3403,Gallatin,TN,0.1,0.001
69394,3403,Gallatin,TN,0.5,0.001
69395,3403,Gallatin,TN,0.5,0.001
69396,3403,Gallatin,TN,0.5,0.001
69397,3403,Gallatin,TN,0.5,0.001
69398,3403,Gallatin,TN,0.5,0.001
69399,3403,Gallatin,TN,0.5,0.001
69400,3403,Gallatin,TN,0.5,0.001
69401,3403,Gallatin,TN,0.5,0.001
69402,3403,Gallatin,TN,0.5,0.001
69403,3403,Gallatin,TN,0.5,0.001
69404,3403,Gallatin,TN,0.3,0.001
69415,3403,Gallatin,TN,0.0,0.0
69416,3403,Gallatin,TN,0.5,0.001
69417,3403,Gallatin,TN,0.5,0.001
69418,3403,Gallatin,TN,0.5,0.001
69419,3403,Gallatin,TN,0.5,0.001
69420,3403,Gallatin,TN,0.5,0.001
69421,3403,Gallatin,TN,0.5,0.001
69422,3403,Gallatin,TN,0.5,0.001
69423,3403,Gallatin,TN,0.5,0.001
69424,3403,Gallatin,TN,0.2,0.001
69729,3403,Gallatin,TN,0.1,0.001
69730,3403,Gallatin,TN,0.6,0.001
69731,3403,Gallatin,TN,0.5,0.001
69732,3403,Gallatin,TN,0.5,0.001
69733,3403,Gallatin,TN,0.5,0.001
69734,3403,Gallatin,TN,0.5,0.001
69735,3403,Gallatin,TN,0.5,0.001
69736,3403,Gallatin,TN,0.5,0.001
69737,3403,Gallatin,TN,0.5,0.001
69738,3403,Gallatin,TN,0.5,0.001
69739,3403,Gallatin,TN,0.5,0.001
69740,3403,Gallatin,TN,0.3,0.001
69751,3403,Gallatin,TN,0.0,0.0
69752,3403,Gallatin,TN,0.3,0.001
69753,3403,Gallatin,TN,0.5,0.001
69754,3403,Gallatin,TN,0.5,0.001
69755,3403,Gallatin,TN,0.5,0.001
69756,3403,Gallatin,TN,0.5,0.001
69757,3403,Gallatin,TN,0.5,0.001
69758,3403,Gallatin,TN,0.5,0.001
69759,3403,Gallatin,TN,0.5,0.001
69760,3403,Gallatin,TN,0.3,0.001
70065,3403,Gallatin,TN,0.1,0.001
70066,3403,Gallatin,TN,0.6,0.001
70067,3403,Gallatin,TN,447.5,0.5
70068,3403,Gallatin,TN,447.5,0.5
70069,3403,Gallatin,TN,0.5,0.001
70070,3403,Gallatin,TN,0.5,0.001
70071,3403,Gallatin,TN,0.5,0.001
70072,3403,Gallatin,TN,447.5,0.5
70073,3403,Gallatin,TN,0.6,0.001
70074,3403,Gallatin,TN,0.6,0.001
70075,3403,Gallatin,TN,0.6,0.001
70076,3403,Gallatin,TN,0.3,0.001
70087,3403,Gallatin,TN,0.0,0.0
70088,3403,Gallatin,TN,0.5,0.001
70089,3403,Gallatin,TN,0.5,0.001
70090,3403,Gallatin,TN,0.5,0.001
70091,3403,Gallatin,TN,0.5,0.001
70092,3403,Gallatin,TN,0.5,0.001
70093,3403,Gallatin,TN,0.5,0.001
70094,3403,Gallatin,TN,0.5,0.001
70095,3403,Gallatin,TN,0.5,0.001
70096,3403,Gallatin,TN,0.2,0.001
71904,3405,John Sevier,TN,0.722,0.001
71905,3405,John Sevier,TN,0.719,0.001
71906,3405,John Sevier,TN,0.721,0.001
71907,3405,John Sevier,TN,0.722,0.001
71908,3405,John Sevier,TN,0.721,0.001
71909,3405,John Sevier,TN,0.722,0.001
71910,3405,John Sevier,TN,0.748,0.001
71911,3405,John Sevier,TN,0.777,0.001
71912,3405,John Sevier,TN,0.77,0.001
71913,3405,John Sevier,TN,0.83,0.001
71914,3405,John Sevier,TN,0.826,0.001
71915,3405,John Sevier,TN,0.737,0.001
71916,3405,John Sevier,TN,0.745,0.001
71917,3405,John Sevier,TN,0.806,0.001
71918,3405,John Sevier,TN,0.906,0.001
71919,3405,John Sevier,TN,0.868,0.001
71920,3405,John Sevier,TN,0.815,0.001
71921,3405,John Sevier,TN,0.721,0.001
71922,3405,John Sevier,TN,0.72,0.001
71923,3405,John Sevier,TN,0.955,0.001
71924,3405,John Sevier,TN,0.839,0.001
71925,3405,John Sevier,TN,0.756,0.001
71926,3405,John Sevier,TN,0.782,0.001
71927,3405,John Sevier,TN,0.768,0.001
71928,3405,John Sevier,TN,0.722,0.001
71929,3405,John Sevier,TN,0.723,0.001
71930,3405,John Sevier,TN,0.724,0.001
71931,3405,John Sevier,TN,0.724,0.001
71932,3405,John Sevier,TN,0.723,0.001
71933,3405,John Sevier,TN,0.724,0.001
71934,3405,John Sevier,TN,0.724,0.001
71935,3405,John Sevier,TN,0.823,0.001
71936,3405,John Sevier,TN,0.738,0.001
71937,3405,John Sevier,TN,0.937,0.001
71938,3405,John Sevier,TN,0.725,0.001
71939,3405,John Sevier,TN,0.847,0.001
71940,3405,John Sevier,TN,1.109,0.001
71941,3405,John Sevier,TN,1.119,0.001
71942,3405,John Sevier,TN,1.115,0.001
71943,3405,John Sevier,TN,1.115,0.001
71944,3405,John Sevier,TN,1.113,0.001
71945,3405,John Sevier,TN,1.114,0.001
71946,3405,John Sevier,TN,1.122,0.001
71947,3405,John Sevier,TN,1.126,0.001
71948,3405,John Sevier,TN,1.128,0.001
71949,3405,John Sevier,TN,1.104,0.001
71950,3405,John Sevier,TN,0.794,0.001
71951,3405,John Sevier,TN,0.745,0.001
71952,3405,John Sevier,TN,0.771,0.001
71953,3405,John Sevier,TN,0.721,0.001
71954,3405,John Sevier,TN,0.722,0.001
71955,3405,John Sevier,TN,0.729,0.001
71956,3405,John Sevier,TN,0.725,0.001
71957,3405,John Sevier,TN,0.759,0.001
71958,3405,John Sevier,TN,0.836,0.001
71959,3405,John Sevier,TN,0.949,0.001
71960,3405,John Sevier,TN,1.109,0.001
71961,3405,John Sevier,TN,1.104,0.001
71962,3405,John Sevier,TN,1.1,0.001
71963,3405,John Sevier,TN,1.091,0.001
71964,3405,John Sevier,TN,1.089,0.001
71965,3405,John Sevier,TN,1.084,0.001
71966,3405,John Sevier,TN,1.081,0.001
71967,3405,John Sevier,TN,1.078,0.001
71968,3405,John Sevier,TN,1.075,0.001
71969,3405,John Sevier,TN,1.073,0.001
71970,3405,John Sevier,TN,1.079,0.001
71971,3405,John Sevier,TN,1.087,0.001
71972,3405,John Sevier,TN,1.093,0.001
71973,3405,John Sevier,TN,1.095,0.001
71974,3405,John Sevier,TN,1.099,0.001
71975,3405,John Sevier,TN,1.1,0.001
71976,3405,John Sevier,TN,1.096,0.001
71977,3405,John Sevier,TN,0.862,0.001
71978,3405,John Sevier,TN,0.72,0.001
71979,3405,John Sevier,TN,0.721,0.001
71980,3405,John Sevier,TN,0.721,0.001
71981,3405,John Sevier,TN,0.721,0.001
71982,3405,John Sevier,TN,0.787,0.001
71983,3405,John Sevier,TN,0.908,0.001
71984,3405,John Sevier,TN,0.902,0.001
71985,3405,John Sevier,TN,1.027,0.001
71986,3405,John Sevier,TN,1.066,0.001
71987,3405,John Sevier,TN,1.062,0.001
71988,3405,John Sevier,TN,1.059,0.001
71989,3405,John Sevier,TN,1.059,0.001
71990,3405,John Sevier,TN,1.058,0.001
71991,3405,John Sevier,TN,1.032,0.001
71992,3405,John Sevier,TN,1.058,0.001
71993,3405,John Sevier,TN,1.057,0.001
71994,3405,John Sevier,TN,1.059,0.001
71995,3405,John Sevier,TN,1.064,0.001
71996,3405,John Sevier,TN,1.07,0.001
71997,3405,John Sevier,TN,1.074,0.001
71998,3405,John Sevier,TN,0.923,0.001
71999,3405,John Sevier,TN,0.717,0.001
72000,3405,John Sevier,TN,0.717,0.001
72001,3405,John Sevier,TN,0.717,0.001
72002,3405,John Sevier,TN,0.718,0.001
72003,3405,John Sevier,TN,0.721,0.001
72004,3405,John Sevier,TN,0.72,0.001
72005,3405,John Sevier,TN,0.732,0.001
72006,3405,John Sevier,TN,0.727,0.001
72007,3405,John Sevier,TN,0.738,0.001
72008,3405,John Sevier,TN,0.841,0.001
72009,3405,John Sevier,TN,0.744,0.001
72010,3405,John Sevier,TN,0.781,0.001
72011,3405,John Sevier,TN,0.72,0.001
72012,3405,John Sevier,TN,0.761,0.001
72013,3405,John Sevier,TN,0.798,0.001
72014,3405,John Sevier,TN,0.946,0.001
72015,3405,John Sevier,TN,0.977,0.001
72016,3405,John Sevier,TN,0.988,0.001
72017,3405,John Sevier,TN,0.86,0.001
72018,3405,John Sevier,TN,0.735,0.001
72019,3405,John Sevier,TN,0.746,0.001
72020,3405,John Sevier,TN,0.853,0.001
72021,3405,John Sevier,TN,0.734,0.001
72022,3405,John Sevier,TN,0.726,0.001
72023,3405,John Sevier,TN,0.727,0.001
72024,3405,John Sevier,TN,0.754,0.001
72025,3405,John Sevier,TN,0.726,0.001
72026,3405,John Sevier,TN,0.723,0.001
72027,3405,John Sevier,TN,0.721,0.001
72028,3405,John Sevier,TN,0.722,0.001
72029,3405,John Sevier,TN,0.725,0.001
72030,3405,John Sevier,TN,0.834,0.001
72031,3405,John Sevier,TN,0.8,0.001
72032,3405,John Sevier,TN,0.73,0.001
72033,3405,John Sevier,TN,0.901,0.001
72034,3405,John Sevier,TN,1.069,0.001
72035,3405,John Sevier,TN,1.098,0.001
72036,3405,John Sevier,TN,1.097,0.001
72037,3405,John Sevier,TN,1.038,0.001
72038,3405,John Sevier,TN,0.92,0.001
72039,3405,John Sevier,TN,0.958,0.001
72040,3405,John Sevier,TN,0.928,0.001
72041,3405,John Sevier,TN,0.84,0.001
72042,3405,John Sevier,TN,0.811,0.001
72043,3405,John Sevier,TN,0.744,0.001
72044,3405,John Sevier,TN,0.738,0.001
72045,3405,John Sevier,TN,0.733,0.001
72046,3405,John Sevier,TN,0.727,0.001
72047,3405,John Sevier,TN,0.725,0.001
72048,3405,John Sevier,TN,0.731,0.001
72049,3405,John Sevier,TN,0.722,0.001
72050,3405,John Sevier,TN,0.723,0.001
72051,3405,John Sevier,TN,0.723,0.001
72052,3405,John Sevier,TN,0.722,0.001
72053,3405,John Sevier,TN,0.726,0.001
72054,3405,John Sevier,TN,0.727,0.001
72055,3405,John Sevier,TN,0.782,0.001
72056,3405,John Sevier,TN,0.785,0.001
72057,3405,John Sevier,TN,0.82,0.001
72058,3405,John Sevier,TN,0.934,0.001
72059,3405,John Sevier,TN,1.071,0.001
72060,3405,John Sevier,TN,1.096,0.001
72061,3405,John Sevier,TN,1.093,0.001
72062,3405,John Sevier,TN,1.092,0.001
72063,3405,John Sevier,TN,1.1,0.001
72064,3405,John Sevier,TN,1.099,0.001
72065,3405,John Sevier,TN,1.097,0.001
72066,3405,John Sevier,TN,1.098,0.001
72067,3405,John Sevier,TN,1.104,0.001
72068,3405,John Sevier,TN,1.107,0.001
72069,3405,John Sevier,TN,1.098,0.001
72070,3405,John Sevier,TN,0.852,0.001
72071,3405,John Sevier,TN,0.727,0.001
72072,3405,John Sevier,TN,0.732,0.001
72073,3405,John Sevier,TN,0.779,0.001
72074,3405,John Sevier,TN,0.749,0.001
72075,3405,John Sevier,TN,0.75,0.001
72076,3405,John Sevier,TN,0.727,0.001
72077,3405,John Sevier,TN,0.82,0.001
72078,3405,John Sevier,TN,0.782,0.001
72079,3405,John Sevier,TN,0.857,0.001
72080,3405,John Sevier,TN,0.98,0.001
72081,3405,John Sevier,TN,0.948,0.001
72082,3405,John Sevier,TN,0.956,0.001
72083,3405,John Sevier,TN,0.925,0.001
72084,3405,John Sevier,TN,0.771,0.001
72085,3405,John Sevier,TN,0.779,0.001
72086,3405,John Sevier,TN,0.756,0.001
72087,3405,John Sevier,TN,0.797,0.001
72088,3405,John Sevier,TN,0.719,0.001
72089,3405,John Sevier,TN,0.715,0.001
72090,3405,John Sevier,TN,0.72,0.001
72091,3405,John Sevier,TN,0.753,0.001
72092,3405,John Sevier,TN,0.807,0.001
72093,3405,John Sevier,TN,0.728,0.001
72094,3405,John Sevier,TN,0.728,0.001
72095,3405,John Sevier,TN,0.724,0.001
72096,3405,John Sevier,TN,0.725,0.001
72097,3405,John Sevier,TN,0.721,0.001
72098,3405,John Sevier,TN,0.719,0.001
72099,3405,John Sevier,TN,0.719,0.001
72100,3405,John Sevier,TN,0.719,0.001
72101,3405,John Sevier,TN,0.717,0.001
72102,3405,John Sevier,TN,0.753,0.001
72103,3405,John Sevier,TN,0.769,0.001
72104,3405,John Sevier,TN,0.836,0.001
72105,3405,John Sevier,TN,0.877,0.001
72106,3405,John Sevier,TN,0.906,0.001
72107,3405,John Sevier,TN,0.74,0.001
72108,3405,John Sevier,TN,0.716,0.001
72109,3405,John Sevier,TN,0.744,0.001
72110,3405,John Sevier,TN,0.717,0.001
72111,3405,John Sevier,TN,0.716,0.001
72112,3405,John Sevier,TN,0.729,0.001
72113,3405,John Sevier,TN,0.717,0.001
72114,3405,John Sevier,TN,0.738,0.001
72115,3405,John Sevier,TN,0.778,0.001
72116,3405,John Sevier,TN,0.736,0.001
72117,3405,John Sevier,TN,0.724,0.001
72118,3405,John Sevier,TN,0.718,0.001
72119,3405,John Sevier,TN,0.731,0.001
72120,3405,John Sevier,TN,0.728,0.001
72121,3405,John Sevier,TN,0.786,0.001
72122,3405,John Sevier,TN,0.761,0.001
72123,3405,John Sevier,TN,0.729,0.001
72124,3405,John Sevier,TN,0.832,0.001
72125,3405,John Sevier,TN,0.729,0.001
72126,3405,John Sevier,TN,0.728,0.001
72127,3405,John Sevier,TN,0.716,0.001
72128,3405,John Sevier,TN,0.844,0.001
72129,3405,John Sevier,TN,0.964,0.001
72130,3405,John Sevier,TN,0.945,0.001
72131,3405,John Sevier,TN,0.835,0.001
72132,3405,John Sevier,TN,1.0,0.001
72133,3405,John Sevier,TN,0.995,0.001
72134,3405,John Sevier,TN,1.001,0.001
72135,3405,John Sevier,TN,1.07,0.001
72136,3405,John Sevier,TN,1.14,0.001
72137,3405,John Sevier,TN,1.132,0.001
72138,3405,John Sevier,TN,1.125,0.001
72139,3405,John Sevier,TN,1.01,0.001
72140,3405,John Sevier,TN,0.756,0.001
72141,3405,John Sevier,TN,0.797,0.001
72142,3405,John Sevier,TN,0.721,0.001
72143,3405,John Sevier,TN,0.728,0.001
72144,3405,John Sevier,TN,0.722,0.001
72145,3405,John Sevier,TN,0.722,0.001
72146,3405,John Sevier,TN,0.722,0.001
72147,3405,John Sevier,TN,0.721,0.001
72148,3405,John Sevier,TN,0.725,0.001
72149,3405,John Sevier,TN,0.824,0.001
72150,3405,John Sevier,TN,0.765,0.001
72151,3405,John Sevier,TN,0.863,0.001
72152,3405,John Sevier,TN,0.787,0.001
72153,3405,John Sevier,TN,0.835,0.001
72154,3405,John Sevier,TN,0.979,0.001
72155,3405,John Sevier,TN,0.962,0.001
72156,3405,John Sevier,TN,0.948,0.001
72157,3405,John Sevier,TN,0.956,0.001
72158,3405,John Sevier,TN,0.964,0.001
72159,3405,John Sevier,TN,0.959,0.001
72160,3405,John Sevier,TN,0.954,0.001
72161,3405,John Sevier,TN,0.938,0.001
72162,3405,John Sevier,TN,0.898,0.001
72163,3405,John Sevier,TN,0.765,0.001
72164,3405,John Sevier,TN,0.755,0.001
72165,3405,John Sevier,TN,0.747,0.001
72166,3405,John Sevier,TN,0.724,0.001
72167,3405,John Sevier,TN,0.756,0.001
72168,3405,John Sevier,TN,0.721,0.001
72169,3405,John Sevier,TN,0.722,0.001
72170,3405,John Sevier,TN,0.721,0.001
72171,3405,John Sevier,TN,0.723,0.001
72172,3405,John Sevier,TN,0.722,0.001
72173,3405,John Sevier,TN,0.724,0.001
72174,3405,John Sevier,TN,0.751,0.001
72175,3405,John Sevier,TN,0.83,0.001
72176,3405,John Sevier,TN,0.821,0.001
72177,3405,John Sevier,TN,0.953,0.001
72178,3405,John Sevier,TN,1.08,0.001
72179,3405,John Sevier,TN,1.106,0.001
72180,3405,John Sevier,TN,1.104,0.001
72181,3405,John Sevier,TN,1.103,0.001
72182,3405,John Sevier,TN,1.101,0.001
72183,3405,John Sevier,TN,1.096,0.001
72184,3405,John Sevier,TN,1.099,0.001
72185,3405,John Sevier,TN,1.103,0.001
72186,3405,John Sevier,TN,1.107,0.001
72187,3405,John Sevier,TN,1.114,0.001
72188,3405,John Sevier,TN,1.117,0.001
72189,3405,John Sevier,TN,1.122,0.001
72190,3405,John Sevier,TN,1.125,0.001
72191,3405,John Sevier,TN,0.871,0.001
72192,3405,John Sevier,TN,0.728,0.001
72193,3405,John Sevier,TN,0.722,0.001
72194,3405,John Sevier,TN,0.723,0.001
72195,3405,John Sevier,TN,0.724,0.001
72196,3405,John Sevier,TN,0.722,0.001
72197,3405,John Sevier,TN,0.723,0.001
72198,3405,John Sevier,TN,0.726,0.001
72199,3405,John Sevier,TN,0.792,0.001
72200,3405,John Sevier,TN,0.825,0.001
72201,3405,John Sevier,TN,1.051,0.001
72202,3405,John Sevier,TN,1.105,0.001
72203,3405,John Sevier,TN,1.084,0.001
72204,3405,John Sevier,TN,1.072,0.001
72205,3405,John Sevier,TN,1.068,0.001
72206,3405,John Sevier,TN,1.07,0.001
72207,3405,John Sevier,TN,1.072,0.001
72208,3405,John Sevier,TN,1.077,0.001
72209,3405,John Sevier,TN,1.078,0.001
72210,3405,John Sevier,TN,1.086,0.001
72211,3405,John Sevier,TN,1.093,0.001
72212,3405,John Sevier,TN,1.101,0.001
72213,3405,John Sevier,TN,1.088,0.001
72214,3405,John Sevier,TN,0.958,0.001
72215,3405,John Sevier,TN,0.976,0.001
72216,3405,John Sevier,TN,0.975,0.001
72217,3405,John Sevier,TN,0.974,0.001
72218,3405,John Sevier,TN,0.96,0.001
72219,3405,John Sevier,TN,0.959,0.001
72220,3405,John Sevier,TN,0.957,0.001
72221,3405,John Sevier,TN,0.916,0.001
72222,3405,John Sevier,TN,0.76,0.001
72223,3405,John Sevier,TN,0.961,0.001
72224,3405,John Sevier,TN,0.963,0.001
72225,3405,John Sevier,TN,0.964,0.001
72226,3405,John Sevier,TN,0.961,0.001
72227,3405,John Sevier,TN,0.954,0.001
72228,3405,John Sevier,TN,0.953,0.001
72229,3405,John Sevier,TN,0.948,0.001
72230,3405,John Sevier,TN,0.948,0.001
72231,3405,John Sevier,TN,0.942,0.001
72232,3405,John Sevier,TN,0.943,0.001
72233,3405,John Sevier,TN,0.948,0.001
72234,3405,John Sevier,TN,0.976,0.001
72235,3405,John Sevier,TN,0.98,0.001
72236,3405,John Sevier,TN,0.983,0.001
72237,3405,John Sevier,TN,0.983,0.001
72238,3405,John Sevier,TN,0.984,0.001
72239,3405,John Sevier,TN,0.986,0.001
72240,3405,John Sevier,TN,0.714,0.001
72241,3405,John Sevier,TN,0.712,0.001
72242,3405,John Sevier,TN,0.714,0.001
72243,3405,John Sevier,TN,0.714,0.001
72244,3405,John Sevier,TN,0.713,0.001
72245,3405,John Sevier,TN,0.714,0.001
72246,3405,John Sevier,TN,0.735,0.001
72247,3405,John Sevier,TN,0.766,0.001
72248,3405,John Sevier,TN,0.755,0.001
72249,3405,John Sevier,TN,0.816,0.001
72250,3405,John Sevier,TN,0.816,0.001
72251,3405,John Sevier,TN,0.73,0.001
72252,3405,John Sevier,TN,0.738,0.001
72253,3405,John Sevier,TN,0.797,0.001
72254,3405,John Sevier,TN,0.894,0.001
72255,3405,John Sevier,TN,0.861,0.001
72256,3405,John Sevier,TN,0.806,0.001
72257,3405,John Sevier,TN,0.714,0.001
72258,3405,John Sevier,TN,0.712,0.001
72259,3405,John Sevier,TN,0.942,0.001
72260,3405,John Sevier,TN,0.829,0.001
72261,3405,John Sevier,TN,0.748,0.001
72262,3405,John Sevier,TN,0.773,0.001
72263,3405,John Sevier,TN,0.758,0.001
72264,3405,John Sevier,TN,0.714,0.001
72265,3405,John Sevier,TN,0.714,0.001
72266,3405,John Sevier,TN,0.715,0.001
72267,3405,John Sevier,TN,0.715,0.001
72268,3405,John Sevier,TN,0.715,0.001
72269,3405,John Sevier,TN,0.715,0.001
72270,3405,John Sevier,TN,0.715,0.001
72271,3405,John Sevier,TN,0.814,0.001
72272,3405,John Sevier,TN,0.73,0.001
72273,3405,John Sevier,TN,0.927,0.001
72274,3405,John Sevier,TN,0.717,0.001
72275,3405,John Sevier,TN,0.836,0.001
72276,3405,John Sevier,TN,1.099,0.001
72277,3405,John Sevier,TN,1.115,0.001
72278,3405,John Sevier,TN,1.111,0.001
72279,3405,John Sevier,TN,1.111,0.001
72280,3405,John Sevier,TN,1.11,0.001
72281,3405,John Sevier,TN,1.11,0.001
72282,3405,John Sevier,TN,1.116,0.001
72283,3405,John Sevier,TN,1.119,0.001
72284,3405,John Sevier,TN,1.121,0.001
72285,3405,John Sevier,TN,1.102,0.001
72286,3405,John Sevier,TN,0.786,0.001
72287,3405,John Sevier,TN,0.733,0.001
72288,3405,John Sevier,TN,0.76,0.001
72289,3405,John Sevier,TN,0.714,0.001
72290,3405,John Sevier,TN,0.714,0.001
72291,3405,John Sevier,TN,0.72,0.001
72292,3405,John Sevier,TN,0.717,0.001
72293,3405,John Sevier,TN,0.751,0.001
72294,3405,John Sevier,TN,0.826,0.001
72295,3405,John Sevier,TN,0.965,0.001
72296,3405,John Sevier,TN,1.127,0.001
72297,3405,John Sevier,TN,1.124,0.001
72298,3405,John Sevier,TN,1.122,0.001
72299,3405,John Sevier,TN,1.114,0.001
72300,3405,John Sevier,TN,1.112,0.001
72301,3405,John Sevier,TN,1.108,0.001
72302,3405,John Sevier,TN,1.104,0.001
72303,3405,John Sevier,TN,1.102,0.001
72304,3405,John Sevier,TN,1.099,0.001
72305,3405,John Sevier,TN,1.097,0.001
72306,3405,John Sevier,TN,1.1,0.001
72307,3405,John Sevier,TN,1.105,0.001
72308,3405,John Sevier,TN,1.109,0.001
72309,3405,John Sevier,TN,1.112,0.001
72310,3405,John Sevier,TN,1.115,0.001
72311,3405,John Sevier,TN,1.116,0.001
72312,3405,John Sevier,TN,1.112,0.001
72313,3405,John Sevier,TN,0.855,0.001
72314,3405,John Sevier,TN,0.713,0.001
72315,3405,John Sevier,TN,0.713,0.001
72316,3405,John Sevier,TN,0.713,0.001
72317,3405,John Sevier,TN,0.714,0.001
72318,3405,John Sevier,TN,0.78,0.001
72319,3405,John Sevier,TN,0.897,0.001
72320,3405,John Sevier,TN,0.89,0.001
72321,3405,John Sevier,TN,1.028,0.001
72322,3405,John Sevier,TN,1.08,0.001
72323,3405,John Sevier,TN,1.077,0.001
72324,3405,John Sevier,TN,1.075,0.001
72325,3405,John Sevier,TN,1.075,0.001
72326,3405,John Sevier,TN,1.075,0.001
72327,3405,John Sevier,TN,1.075,0.001
72328,3405,John Sevier,TN,1.072,0.001
72329,3405,John Sevier,TN,1.072,0.001
72330,3405,John Sevier,TN,1.071,0.001
72331,3405,John Sevier,TN,1.074,0.001
72332,3405,John Sevier,TN,1.079,0.001
72333,3405,John Sevier,TN,1.081,0.001
72334,3405,John Sevier,TN,0.926,0.001
72335,3405,John Sevier,TN,0.709,0.001
72336,3405,John Sevier,TN,0.709,0.001
72337,3405,John Sevier,TN,0.709,0.001
