,facilityId,facilityName,stateCode,so2Mass,so2Rate
207323,7989,Sylvarena Generating Plant,MS,0.227,0.001
207324,7989,Sylvarena Generating Plant,MS,0.226,0.001
207325,7989,Sylvarena Generating Plant,MS,0.231,0.001
207326,7989,Sylvarena Generating Plant,MS,0.231,0.001
207327,7989,Sylvarena Generating Plant,MS,0.235,0.001
207328,7989,Sylvarena Generating Plant,MS,0.221,0.001
207329,7989,Sylvarena Generating Plant,MS,0.233,0.001
207330,7989,Sylvarena Generating Plant,MS,0.217,0.001
207331,7989,Sylvarena Generating Plant,MS,0.237,0.001
207332,7989,Sylvarena Generating Plant,MS,0.201,0.001
207333,7989,Sylvarena Generating Plant,MS,0.015,0.001
207345,7989,Sylvarena Generating Plant,MS,0.027,0.001
207346,7989,Sylvarena Generating Plant,MS,0.242,0.001
207347,7989,Sylvarena Generating Plant,MS,0.259,0.001
207348,7989,Sylvarena Generating Plant,MS,0.253,0.001
207349,7989,Sylvarena Generating Plant,MS,0.254,0.001
207350,7989,Sylvarena Generating Plant,MS,0.263,0.001
207351,7989,Sylvarena Generating Plant,MS,0.263,0.001
207352,7989,Sylvarena Generating Plant,MS,0.264,0.001
207353,7989,Sylvarena Generating Plant,MS,0.266,0.001
207354,7989,Sylvarena Generating Plant,MS,0.265,0.001
207355,7989,Sylvarena Generating Plant,MS,0.26,0.001
207356,7989,Sylvarena Generating Plant,MS,0.23,0.001
207357,7989,Sylvarena Generating Plant,MS,0.197,0.001
207358,7989,Sylvarena Generating Plant,MS,0.019,0.001
207367,7989,Sylvarena Generating Plant,MS,0.03,0.001
207368,7989,Sylvarena Generating Plant,MS,0.262,0.001
207369,7989,Sylvarena Generating Plant,MS,0.256,0.001
207370,7989,Sylvarena Generating Plant,MS,0.259,0.001
207371,7989,Sylvarena Generating Plant,MS,0.261,0.001
207372,7989,Sylvarena Generating Plant,MS,0.26,0.001
207373,7989,Sylvarena Generating Plant,MS,0.259,0.001
207374,7989,Sylvarena Generating Plant,MS,0.261,0.001
207375,7989,Sylvarena Generating Plant,MS,0.261,0.001
207376,7989,Sylvarena Generating Plant,MS,0.261,0.001
207377,7989,Sylvarena Generating Plant,MS,0.263,0.001
207378,7989,Sylvarena Generating Plant,MS,0.262,0.001
207379,7989,Sylvarena Generating Plant,MS,0.262,0.001
207380,7989,Sylvarena Generating Plant,MS,0.252,0.001
207381,7989,Sylvarena Generating Plant,MS,0.231,0.001
207382,7989,Sylvarena Generating Plant,MS,0.219,0.001
207383,7989,Sylvarena Generating Plant,MS,0.013,0.001
207391,7989,Sylvarena Generating Plant,MS,0.029,0.001
207392,7989,Sylvarena Generating Plant,MS,0.253,0.001
207393,7989,Sylvarena Generating Plant,MS,0.246,0.001
207394,7989,Sylvarena Generating Plant,MS,0.258,0.001
207395,7989,Sylvarena Generating Plant,MS,0.26,0.001
207396,7989,Sylvarena Generating Plant,MS,0.26,0.001
207397,7989,Sylvarena Generating Plant,MS,0.262,0.001
207398,7989,Sylvarena Generating Plant,MS,0.263,0.001
207399,7989,Sylvarena Generating Plant,MS,0.265,0.001
207400,7989,Sylvarena Generating Plant,MS,0.264,0.001
207401,7989,Sylvarena Generating Plant,MS,0.24,0.001
207402,7989,Sylvarena Generating Plant,MS,0.25,0.001
207403,7989,Sylvarena Generating Plant,MS,0.254,0.001
207404,7989,Sylvarena Generating Plant,MS,0.217,0.001
207405,7989,Sylvarena Generating Plant,MS,0.244,0.001
207406,7989,Sylvarena Generating Plant,MS,0.019,0.001
207415,7989,Sylvarena Generating Plant,MS,0.026,0.001
207416,7989,Sylvarena Generating Plant,MS,0.251,0.001
207417,7989,Sylvarena Generating Plant,MS,0.255,0.001
207418,7989,Sylvarena Generating Plant,MS,0.246,0.001
207419,7989,Sylvarena Generating Plant,MS,0.251,0.001
207420,7989,Sylvarena Generating Plant,MS,0.25,0.001
207421,7989,Sylvarena Generating Plant,MS,0.254,0.001
207422,7989,Sylvarena Generating Plant,MS,0.253,0.001
207423,7989,Sylvarena Generating Plant,MS,0.262,0.001
207424,7989,Sylvarena Generating Plant,MS,0.264,0.001
207425,7989,Sylvarena Generating Plant,MS,0.253,0.001
207426,7989,Sylvarena Generating Plant,MS,0.257,0.001
207427,7989,Sylvarena Generating Plant,MS,0.256,0.001
207428,7989,Sylvarena Generating Plant,MS,0.209,0.001
207429,7989,Sylvarena Generating Plant,MS,0.011,0.001
207441,7989,Sylvarena Generating Plant,MS,0.027,0.001
207442,7989,Sylvarena Generating Plant,MS,0.237,0.001
207443,7989,Sylvarena Generating Plant,MS,0.238,0.001
207444,7989,Sylvarena Generating Plant,MS,0.248,0.001
207445,7989,Sylvarena Generating Plant,MS,0.249,0.001
207446,7989,Sylvarena Generating Plant,MS,0.262,0.001
207447,7989,Sylvarena Generating Plant,MS,0.238,0.001
207448,7989,Sylvarena Generating Plant,MS,0.248,0.001
207449,7989,Sylvarena Generating Plant,MS,0.251,0.001
207450,7989,Sylvarena Generating Plant,MS,0.26,0.001
207451,7989,Sylvarena Generating Plant,MS,0.262,0.001
207452,7989,Sylvarena Generating Plant,MS,0.016,0.001
207465,7989,Sylvarena Generating Plant,MS,0.029,0.001
207466,7989,Sylvarena Generating Plant,MS,0.248,0.001
207467,7989,Sylvarena Generating Plant,MS,0.254,0.001
207468,7989,Sylvarena Generating Plant,MS,0.247,0.001
207469,7989,Sylvarena Generating Plant,MS,0.255,0.001
207470,7989,Sylvarena Generating Plant,MS,0.258,0.001
207471,7989,Sylvarena Generating Plant,MS,0.253,0.001
207472,7989,Sylvarena Generating Plant,MS,0.218,0.001
207473,7989,Sylvarena Generating Plant,MS,0.218,0.001
207474,7989,Sylvarena Generating Plant,MS,0.265,0.001
207475,7989,Sylvarena Generating Plant,MS,0.267,0.001
207476,7989,Sylvarena Generating Plant,MS,0.264,0.001
207477,7989,Sylvarena Generating Plant,MS,0.231,0.001
207478,7989,Sylvarena Generating Plant,MS,0.011,0.001
207487,7989,Sylvarena Generating Plant,MS,0.029,0.001
207488,7989,Sylvarena Generating Plant,MS,0.238,0.001
207489,7989,Sylvarena Generating Plant,MS,0.218,0.001
207490,7989,Sylvarena Generating Plant,MS,0.233,0.001
207491,7989,Sylvarena Generating Plant,MS,0.227,0.001
207492,7989,Sylvarena Generating Plant,MS,0.226,0.001
207493,7989,Sylvarena Generating Plant,MS,0.217,0.001
207494,7989,Sylvarena Generating Plant,MS,0.228,0.001
207495,7989,Sylvarena Generating Plant,MS,0.218,0.001
207496,7989,Sylvarena Generating Plant,MS,0.258,0.001
207497,7989,Sylvarena Generating Plant,MS,0.261,0.001
207498,7989,Sylvarena Generating Plant,MS,0.261,0.001
207499,7989,Sylvarena Generating Plant,MS,0.253,0.001
207500,7989,Sylvarena Generating Plant,MS,0.244,0.001
207501,7989,Sylvarena Generating Plant,MS,0.225,0.001
207502,7989,Sylvarena Generating Plant,MS,0.011,0.001
207515,7989,Sylvarena Generating Plant,MS,0.027,0.001
207516,7989,Sylvarena Generating Plant,MS,0.211,0.001
207517,7989,Sylvarena Generating Plant,MS,0.221,0.001
207518,7989,Sylvarena Generating Plant,MS,0.228,0.001
207519,7989,Sylvarena Generating Plant,MS,0.225,0.001
207520,7989,Sylvarena Generating Plant,MS,0.233,0.001
207521,7989,Sylvarena Generating Plant,MS,0.216,0.001
207522,7989,Sylvarena Generating Plant,MS,0.25,0.001
207523,7989,Sylvarena Generating Plant,MS,0.015,0.001
207538,7989,Sylvarena Generating Plant,MS,0.023,0.001
207539,7989,Sylvarena Generating Plant,MS,0.243,0.001
207540,7989,Sylvarena Generating Plant,MS,0.266,0.001
207541,7989,Sylvarena Generating Plant,MS,0.245,0.001
207542,7989,Sylvarena Generating Plant,MS,0.227,0.001
207543,7989,Sylvarena Generating Plant,MS,0.252,0.001
207544,7989,Sylvarena Generating Plant,MS,0.261,0.001
207545,7989,Sylvarena Generating Plant,MS,0.264,0.001
207546,7989,Sylvarena Generating Plant,MS,0.263,0.001
207547,7989,Sylvarena Generating Plant,MS,0.264,0.001
207548,7989,Sylvarena Generating Plant,MS,0.261,0.001
207549,7989,Sylvarena Generating Plant,MS,0.036,0.001
207560,7989,Sylvarena Generating Plant,MS,0.024,0.001
207561,7989,Sylvarena Generating Plant,MS,0.227,0.001
207562,7989,Sylvarena Generating Plant,MS,0.239,0.001
207563,7989,Sylvarena Generating Plant,MS,0.251,0.001
207564,7989,Sylvarena Generating Plant,MS,0.238,0.001
207565,7989,Sylvarena Generating Plant,MS,0.238,0.001
207566,7989,Sylvarena Generating Plant,MS,0.215,0.001
207567,7989,Sylvarena Generating Plant,MS,0.224,0.001
207568,7989,Sylvarena Generating Plant,MS,0.235,0.001
207569,7989,Sylvarena Generating Plant,MS,0.214,0.001
207570,7989,Sylvarena Generating Plant,MS,0.262,0.001
207571,7989,Sylvarena Generating Plant,MS,0.237,0.001
207572,7989,Sylvarena Generating Plant,MS,0.225,0.001
207573,7989,Sylvarena Generating Plant,MS,0.062,0.001
207586,7989,Sylvarena Generating Plant,MS,0.029,0.001
207587,7989,Sylvarena Generating Plant,MS,0.264,0.001
207588,7989,Sylvarena Generating Plant,MS,0.269,0.001
207589,7989,Sylvarena Generating Plant,MS,0.262,0.001
207590,7989,Sylvarena Generating Plant,MS,0.268,0.001
207591,7989,Sylvarena Generating Plant,MS,0.267,0.001
207592,7989,Sylvarena Generating Plant,MS,0.268,0.001
207593,7989,Sylvarena Generating Plant,MS,0.269,0.001
207594,7989,Sylvarena Generating Plant,MS,0.266,0.001
207595,7989,Sylvarena Generating Plant,MS,0.26,0.001
207596,7989,Sylvarena Generating Plant,MS,0.241,0.001
207597,7989,Sylvarena Generating Plant,MS,0.013,0.001
207609,7989,Sylvarena Generating Plant,MS,0.029,0.001
207610,7989,Sylvarena Generating Plant,MS,0.257,0.001
207611,7989,Sylvarena Generating Plant,MS,0.263,0.001
207612,7989,Sylvarena Generating Plant,MS,0.262,0.001
207613,7989,Sylvarena Generating Plant,MS,0.262,0.001
207614,7989,Sylvarena Generating Plant,MS,0.262,0.001
207615,7989,Sylvarena Generating Plant,MS,0.261,0.001
207616,7989,Sylvarena Generating Plant,MS,0.26,0.001
207617,7989,Sylvarena Generating Plant,MS,0.258,0.001
207618,7989,Sylvarena Generating Plant,MS,0.258,0.001
207619,7989,Sylvarena Generating Plant,MS,0.258,0.001
207620,7989,Sylvarena Generating Plant,MS,0.24,0.001
207621,7989,Sylvarena Generating Plant,MS,0.014,0.001
207633,7989,Sylvarena Generating Plant,MS,0.029,0.001
207634,7989,Sylvarena Generating Plant,MS,0.241,0.001
207635,7989,Sylvarena Generating Plant,MS,0.258,0.001
207636,7989,Sylvarena Generating Plant,MS,0.259,0.001
207637,7989,Sylvarena Generating Plant,MS,0.259,0.001
207638,7989,Sylvarena Generating Plant,MS,0.258,0.001
207639,7989,Sylvarena Generating Plant,MS,0.26,0.001
207640,7989,Sylvarena Generating Plant,MS,0.262,0.001
207641,7989,Sylvarena Generating Plant,MS,0.253,0.001
207642,7989,Sylvarena Generating Plant,MS,0.261,0.001
207643,7989,Sylvarena Generating Plant,MS,0.258,0.001
207644,7989,Sylvarena Generating Plant,MS,0.061,0.001
207657,7989,Sylvarena Generating Plant,MS,0.028,0.001
207658,7989,Sylvarena Generating Plant,MS,0.218,0.001
207659,7989,Sylvarena Generating Plant,MS,0.222,0.001
207660,7989,Sylvarena Generating Plant,MS,0.219,0.001
207661,7989,Sylvarena Generating Plant,MS,0.22,0.001
207662,7989,Sylvarena Generating Plant,MS,0.227,0.001
207663,7989,Sylvarena Generating Plant,MS,0.229,0.001
207664,7989,Sylvarena Generating Plant,MS,0.216,0.001
207665,7989,Sylvarena Generating Plant,MS,0.226,0.001
207666,7989,Sylvarena Generating Plant,MS,0.216,0.001
207667,7989,Sylvarena Generating Plant,MS,0.228,0.001
207668,7989,Sylvarena Generating Plant,MS,0.194,0.001
207669,7989,Sylvarena Generating Plant,MS,0.015,0.001
207681,7989,Sylvarena Generating Plant,MS,0.026,0.001
207682,7989,Sylvarena Generating Plant,MS,0.239,0.001
207683,7989,Sylvarena Generating Plant,MS,0.253,0.001
207684,7989,Sylvarena Generating Plant,MS,0.249,0.001
207685,7989,Sylvarena Generating Plant,MS,0.25,0.001
207686,7989,Sylvarena Generating Plant,MS,0.257,0.001
207687,7989,Sylvarena Generating Plant,MS,0.259,0.001
207688,7989,Sylvarena Generating Plant,MS,0.26,0.001
207689,7989,Sylvarena Generating Plant,MS,0.262,0.001
207690,7989,Sylvarena Generating Plant,MS,0.261,0.001
207691,7989,Sylvarena Generating Plant,MS,0.257,0.001
207692,7989,Sylvarena Generating Plant,MS,0.221,0.001
207693,7989,Sylvarena Generating Plant,MS,0.192,0.001
207694,7989,Sylvarena Generating Plant,MS,0.02,0.001
207704,7989,Sylvarena Generating Plant,MS,0.029,0.001
207705,7989,Sylvarena Generating Plant,MS,0.256,0.001
207706,7989,Sylvarena Generating Plant,MS,0.258,0.001
207707,7989,Sylvarena Generating Plant,MS,0.258,0.001
207708,7989,Sylvarena Generating Plant,MS,0.258,0.001
207709,7989,Sylvarena Generating Plant,MS,0.258,0.001
207710,7989,Sylvarena Generating Plant,MS,0.261,0.001
207711,7989,Sylvarena Generating Plant,MS,0.26,0.001
207712,7989,Sylvarena Generating Plant,MS,0.26,0.001
207713,7989,Sylvarena Generating Plant,MS,0.261,0.001
207714,7989,Sylvarena Generating Plant,MS,0.26,0.001
207715,7989,Sylvarena Generating Plant,MS,0.258,0.001
207716,7989,Sylvarena Generating Plant,MS,0.238,0.001
207717,7989,Sylvarena Generating Plant,MS,0.216,0.001
207718,7989,Sylvarena Generating Plant,MS,0.015,0.001
207727,7989,Sylvarena Generating Plant,MS,0.028,0.001
207728,7989,Sylvarena Generating Plant,MS,0.251,0.001
207729,7989,Sylvarena Generating Plant,MS,0.242,0.001
207730,7989,Sylvarena Generating Plant,MS,0.256,0.001
207731,7989,Sylvarena Generating Plant,MS,0.257,0.001
207732,7989,Sylvarena Generating Plant,MS,0.258,0.001
207733,7989,Sylvarena Generating Plant,MS,0.261,0.001
207734,7989,Sylvarena Generating Plant,MS,0.261,0.001
207735,7989,Sylvarena Generating Plant,MS,0.26,0.001
207736,7989,Sylvarena Generating Plant,MS,0.26,0.001
207737,7989,Sylvarena Generating Plant,MS,0.235,0.001
207738,7989,Sylvarena Generating Plant,MS,0.245,0.001
207739,7989,Sylvarena Generating Plant,MS,0.25,0.001
207740,7989,Sylvarena Generating Plant,MS,0.213,0.001
207741,7989,Sylvarena Generating Plant,MS,0.239,0.001
207742,7989,Sylvarena Generating Plant,MS,0.019,0.001
207751,7989,Sylvarena Generating Plant,MS,0.025,0.001
207752,7989,Sylvarena Generating Plant,MS,0.248,0.001
207753,7989,Sylvarena Generating Plant,MS,0.252,0.001
207754,7989,Sylvarena Generating Plant,MS,0.244,0.001
207755,7989,Sylvarena Generating Plant,MS,0.249,0.001
207756,7989,Sylvarena Generating Plant,MS,0.246,0.001
207757,7989,Sylvarena Generating Plant,MS,0.25,0.001
207758,7989,Sylvarena Generating Plant,MS,0.247,0.001
207759,7989,Sylvarena Generating Plant,MS,0.258,0.001
207760,7989,Sylvarena Generating Plant,MS,0.261,0.001
207761,7989,Sylvarena Generating Plant,MS,0.249,0.001
207762,7989,Sylvarena Generating Plant,MS,0.254,0.001
207763,7989,Sylvarena Generating Plant,MS,0.251,0.001
207764,7989,Sylvarena Generating Plant,MS,0.201,0.001
207765,7989,Sylvarena Generating Plant,MS,0.012,0.001
207777,7989,Sylvarena Generating Plant,MS,0.026,0.001
207778,7989,Sylvarena Generating Plant,MS,0.233,0.001
207779,7989,Sylvarena Generating Plant,MS,0.235,0.001
207780,7989,Sylvarena Generating Plant,MS,0.245,0.001
207781,7989,Sylvarena Generating Plant,MS,0.245,0.001
207782,7989,Sylvarena Generating Plant,MS,0.259,0.001
207783,7989,Sylvarena Generating Plant,MS,0.232,0.001
207784,7989,Sylvarena Generating Plant,MS,0.243,0.001
207785,7989,Sylvarena Generating Plant,MS,0.245,0.001
207786,7989,Sylvarena Generating Plant,MS,0.255,0.001
207787,7989,Sylvarena Generating Plant,MS,0.257,0.001
207788,7989,Sylvarena Generating Plant,MS,0.015,0.001
207801,7989,Sylvarena Generating Plant,MS,0.028,0.001
207802,7989,Sylvarena Generating Plant,MS,0.248,0.001
207803,7989,Sylvarena Generating Plant,MS,0.252,0.001
207804,7989,Sylvarena Generating Plant,MS,0.244,0.001
207805,7989,Sylvarena Generating Plant,MS,0.252,0.001
207806,7989,Sylvarena Generating Plant,MS,0.257,0.001
207807,7989,Sylvarena Generating Plant,MS,0.251,0.001
207808,7989,Sylvarena Generating Plant,MS,0.215,0.001
207809,7989,Sylvarena Generating Plant,MS,0.215,0.001
207810,7989,Sylvarena Generating Plant,MS,0.261,0.001
207811,7989,Sylvarena Generating Plant,MS,0.26,0.001
207812,7989,Sylvarena Generating Plant,MS,0.255,0.001
207813,7989,Sylvarena Generating Plant,MS,0.228,0.001
207814,7989,Sylvarena Generating Plant,MS,0.011,0.001
207823,7989,Sylvarena Generating Plant,MS,0.028,0.001
207824,7989,Sylvarena Generating Plant,MS,0.234,0.001
207825,7989,Sylvarena Generating Plant,MS,0.214,0.001
207826,7989,Sylvarena Generating Plant,MS,0.229,0.001
207827,7989,Sylvarena Generating Plant,MS,0.223,0.001
207828,7989,Sylvarena Generating Plant,MS,0.221,0.001
207829,7989,Sylvarena Generating Plant,MS,0.211,0.001
207830,7989,Sylvarena Generating Plant,MS,0.224,0.001
207831,7989,Sylvarena Generating Plant,MS,0.213,0.001
207832,7989,Sylvarena Generating Plant,MS,0.257,0.001
207833,7989,Sylvarena Generating Plant,MS,0.259,0.001
207834,7989,Sylvarena Generating Plant,MS,0.259,0.001
207835,7989,Sylvarena Generating Plant,MS,0.249,0.001
207836,7989,Sylvarena Generating Plant,MS,0.24,0.001
207837,7989,Sylvarena Generating Plant,MS,0.221,0.001
207838,7989,Sylvarena Generating Plant,MS,0.011,0.001
207851,7989,Sylvarena Generating Plant,MS,0.026,0.001
207852,7989,Sylvarena Generating Plant,MS,0.206,0.001
207853,7989,Sylvarena Generating Plant,MS,0.216,0.001
207854,7989,Sylvarena Generating Plant,MS,0.223,0.001
207855,7989,Sylvarena Generating Plant,MS,0.222,0.001
207856,7989,Sylvarena Generating Plant,MS,0.229,0.001
207857,7989,Sylvarena Generating Plant,MS,0.212,0.001
207858,7989,Sylvarena Generating Plant,MS,0.244,0.001
207859,7989,Sylvarena Generating Plant,MS,0.013,0.001
207873,7989,Sylvarena Generating Plant,MS,0.022,0.001
207874,7989,Sylvarena Generating Plant,MS,0.255,0.001
207875,7989,Sylvarena Generating Plant,MS,0.236,0.001
207876,7989,Sylvarena Generating Plant,MS,0.258,0.001
207877,7989,Sylvarena Generating Plant,MS,0.237,0.001
207878,7989,Sylvarena Generating Plant,MS,0.22,0.001
207879,7989,Sylvarena Generating Plant,MS,0.245,0.001
207880,7989,Sylvarena Generating Plant,MS,0.256,0.001
207881,7989,Sylvarena Generating Plant,MS,0.259,0.001
207882,7989,Sylvarena Generating Plant,MS,0.259,0.001
207883,7989,Sylvarena Generating Plant,MS,0.259,0.001
207884,7989,Sylvarena Generating Plant,MS,0.256,0.001
207885,7989,Sylvarena Generating Plant,MS,0.037,0.001
207896,7989,Sylvarena Generating Plant,MS,0.023,0.001
207897,7989,Sylvarena Generating Plant,MS,0.22,0.001
207898,7989,Sylvarena Generating Plant,MS,0.232,0.001
207899,7989,Sylvarena Generating Plant,MS,0.243,0.001
207900,7989,Sylvarena Generating Plant,MS,0.232,0.001
207901,7989,Sylvarena Generating Plant,MS,0.23,0.001
207902,7989,Sylvarena Generating Plant,MS,0.211,0.001
207903,7989,Sylvarena Generating Plant,MS,0.217,0.001
207904,7989,Sylvarena Generating Plant,MS,0.227,0.001
207905,7989,Sylvarena Generating Plant,MS,0.21,0.001
207906,7989,Sylvarena Generating Plant,MS,0.256,0.001
207907,7989,Sylvarena Generating Plant,MS,0.23,0.001
207908,7989,Sylvarena Generating Plant,MS,0.219,0.001
207909,7989,Sylvarena Generating Plant,MS,0.06,0.001
207922,7989,Sylvarena Generating Plant,MS,0.028,0.001
207923,7989,Sylvarena Generating Plant,MS,0.257,0.001
207924,7989,Sylvarena Generating Plant,MS,0.264,0.001
207925,7989,Sylvarena Generating Plant,MS,0.257,0.001
207926,7989,Sylvarena Generating Plant,MS,0.264,0.001
207927,7989,Sylvarena Generating Plant,MS,0.263,0.001
207928,7989,Sylvarena Generating Plant,MS,0.264,0.001
207929,7989,Sylvarena Generating Plant,MS,0.265,0.001
207930,7989,Sylvarena Generating Plant,MS,0.264,0.001
207931,7989,Sylvarena Generating Plant,MS,0.256,0.001
207932,7989,Sylvarena Generating Plant,MS,0.235,0.001
207933,7989,Sylvarena Generating Plant,MS,0.013,0.001
207945,7989,Sylvarena Generating Plant,MS,0.028,0.001
207946,7989,Sylvarena Generating Plant,MS,0.255,0.001
207947,7989,Sylvarena Generating Plant,MS,0.258,0.001
207948,7989,Sylvarena Generating Plant,MS,0.259,0.001
207949,7989,Sylvarena Generating Plant,MS,0.258,0.001
207950,7989,Sylvarena Generating Plant,MS,0.258,0.001
207951,7989,Sylvarena Generating Plant,MS,0.257,0.001
207952,7989,Sylvarena Generating Plant,MS,0.257,0.001
207953,7989,Sylvarena Generating Plant,MS,0.255,0.001
207954,7989,Sylvarena Generating Plant,MS,0.255,0.001
207955,7989,Sylvarena Generating Plant,MS,0.254,0.001
207956,7989,Sylvarena Generating Plant,MS,0.235,0.001
207957,7989,Sylvarena Generating Plant,MS,0.014,0.001
207969,7989,Sylvarena Generating Plant,MS,0.028,0.001
207970,7989,Sylvarena Generating Plant,MS,0.238,0.001
207971,7989,Sylvarena Generating Plant,MS,0.254,0.001
207972,7989,Sylvarena Generating Plant,MS,0.254,0.001
207973,7989,Sylvarena Generating Plant,MS,0.254,0.001
207974,7989,Sylvarena Generating Plant,MS,0.255,0.001
207975,7989,Sylvarena Generating Plant,MS,0.258,0.001
207976,7989,Sylvarena Generating Plant,MS,0.258,0.001
207977,7989,Sylvarena Generating Plant,MS,0.249,0.001
207978,7989,Sylvarena Generating Plant,MS,0.256,0.001
207979,7989,Sylvarena Generating Plant,MS,0.253,0.001
207980,7989,Sylvarena Generating Plant,MS,0.061,0.001
208015,7991,West Campus Cogeneration Facility,WI,0.085,0.001
208016,7991,West Campus Cogeneration Facility,WI,0.139,0.001
208017,7991,West Campus Cogeneration Facility,WI,0.179,0.001
208018,7991,West Campus Cogeneration Facility,WI,0.322,0.001
208019,7991,West Campus Cogeneration Facility,WI,0.328,0.001
208020,7991,West Campus Cogeneration Facility,WI,0.347,0.001
208021,7991,West Campus Cogeneration Facility,WI,0.355,0.001
208022,7991,West Campus Cogeneration Facility,WI,0.354,0.001
208023,7991,West Campus Cogeneration Facility,WI,0.338,0.001
208024,7991,West Campus Cogeneration Facility,WI,0.372,0.001
208025,7991,West Campus Cogeneration Facility,WI,0.431,0.001
208026,7991,West Campus Cogeneration Facility,WI,0.391,0.001
208027,7991,West Campus Cogeneration Facility,WI,0.356,0.001
208028,7991,West Campus Cogeneration Facility,WI,0.333,0.001
208029,7991,West Campus Cogeneration Facility,WI,0.334,0.001
208030,7991,West Campus Cogeneration Facility,WI,0.148,0.001
208037,7991,West Campus Cogeneration Facility,WI,0.04,0.001
208038,7991,West Campus Cogeneration Facility,WI,0.196,0.001
208039,7991,West Campus Cogeneration Facility,WI,0.326,0.001
208040,7991,West Campus Cogeneration Facility,WI,0.366,0.001
208041,7991,West Campus Cogeneration Facility,WI,0.371,0.001
208042,7991,West Campus Cogeneration Facility,WI,0.387,0.001
208043,7991,West Campus Cogeneration Facility,WI,0.412,0.001
208044,7991,West Campus Cogeneration Facility,WI,0.474,0.001
208045,7991,West Campus Cogeneration Facility,WI,0.501,0.001
208046,7991,West Campus Cogeneration Facility,WI,0.484,0.001
208047,7991,West Campus Cogeneration Facility,WI,0.534,0.001
208048,7991,West Campus Cogeneration Facility,WI,0.535,0.001
208049,7991,West Campus Cogeneration Facility,WI,0.543,0.001
208050,7991,West Campus Cogeneration Facility,WI,0.54,0.001
208051,7991,West Campus Cogeneration Facility,WI,0.47,0.001
208052,7991,West Campus Cogeneration Facility,WI,0.417,0.001
208053,7991,West Campus Cogeneration Facility,WI,0.376,0.001
208054,7991,West Campus Cogeneration Facility,WI,0.34,0.001
208055,7991,West Campus Cogeneration Facility,WI,0.033,0.001
208061,7991,West Campus Cogeneration Facility,WI,0.04,0.001
208062,7991,West Campus Cogeneration Facility,WI,0.221,0.001
208063,7991,West Campus Cogeneration Facility,WI,0.331,0.001
208064,7991,West Campus Cogeneration Facility,WI,0.314,0.001
208065,7991,West Campus Cogeneration Facility,WI,0.309,0.001
208066,7991,West Campus Cogeneration Facility,WI,0.342,0.001
208067,7991,West Campus Cogeneration Facility,WI,0.426,0.001
208068,7991,West Campus Cogeneration Facility,WI,0.447,0.001
208069,7991,West Campus Cogeneration Facility,WI,0.347,0.001
208070,7991,West Campus Cogeneration Facility,WI,0.406,0.001
208071,7991,West Campus Cogeneration Facility,WI,0.439,0.001
208072,7991,West Campus Cogeneration Facility,WI,0.435,0.001
208073,7991,West Campus Cogeneration Facility,WI,0.351,0.001
208074,7991,West Campus Cogeneration Facility,WI,0.355,0.001
208075,7991,West Campus Cogeneration Facility,WI,0.378,0.001
208076,7991,West Campus Cogeneration Facility,WI,0.318,0.001
208077,7991,West Campus Cogeneration Facility,WI,0.327,0.001
208078,7991,West Campus Cogeneration Facility,WI,0.027,0.001
208093,7991,West Campus Cogeneration Facility,WI,0.027,0.001
208094,7991,West Campus Cogeneration Facility,WI,0.126,0.001
208095,7991,West Campus Cogeneration Facility,WI,0.323,0.001
208096,7991,West Campus Cogeneration Facility,WI,0.335,0.001
208097,7991,West Campus Cogeneration Facility,WI,0.369,0.001
208098,7991,West Campus Cogeneration Facility,WI,0.38,0.001
208099,7991,West Campus Cogeneration Facility,WI,0.37,0.001
208100,7991,West Campus Cogeneration Facility,WI,0.414,0.001
208101,7991,West Campus Cogeneration Facility,WI,0.342,0.001
208102,7991,West Campus Cogeneration Facility,WI,0.304,0.001
208103,7991,West Campus Cogeneration Facility,WI,0.04,0.001
208110,7991,West Campus Cogeneration Facility,WI,0.029,0.001
208111,7991,West Campus Cogeneration Facility,WI,0.144,0.001
208112,7991,West Campus Cogeneration Facility,WI,0.367,0.001
208113,7991,West Campus Cogeneration Facility,WI,0.357,0.001
208114,7991,West Campus Cogeneration Facility,WI,0.364,0.001
208115,7991,West Campus Cogeneration Facility,WI,0.419,0.001
208116,7991,West Campus Cogeneration Facility,WI,0.441,0.001
208117,7991,West Campus Cogeneration Facility,WI,0.464,0.001
208118,7991,West Campus Cogeneration Facility,WI,0.364,0.001
208119,7991,West Campus Cogeneration Facility,WI,0.45,0.001
208120,7991,West Campus Cogeneration Facility,WI,0.394,0.001
208121,7991,West Campus Cogeneration Facility,WI,0.433,0.001
208122,7991,West Campus Cogeneration Facility,WI,0.434,0.001
208123,7991,West Campus Cogeneration Facility,WI,0.355,0.001
208124,7991,West Campus Cogeneration Facility,WI,0.341,0.001
208125,7991,West Campus Cogeneration Facility,WI,0.372,0.001
208126,7991,West Campus Cogeneration Facility,WI,0.043,0.001
208135,7991,West Campus Cogeneration Facility,WI,0.023,0.001
208136,7991,West Campus Cogeneration Facility,WI,0.15,0.001
208137,7991,West Campus Cogeneration Facility,WI,0.384,0.001
208138,7991,West Campus Cogeneration Facility,WI,0.376,0.001
208139,7991,West Campus Cogeneration Facility,WI,0.371,0.001
208140,7991,West Campus Cogeneration Facility,WI,0.443,0.001
